character,reading,meaning,level,level_label,radical,stroke_count
俚,리,속될,1,1급,人,7
悧,리,영리할,1,1급,心,7
籬,리,울타리,1,1급,竹,19
痢,리,이질,1,1급,疒,7
燐,린,도깨비불,1,1급,火,12
鱗,린,비늘,1,1급,魚,12
吝,린,아낄,1,1급,口,4
躪,린,짓밟을,1,1급,足,20
淋,림,임질,1,1급,水,8
粒,립,낟알,1,1급,米,5
笠,립,삿갓,1,1급,竹,5
寞,막,고요할,1,1급,宀,11
彎,만,굽을,1,1급,弓,19
輓,만,끌/애도할,1,1급,車,7
挽,만,당길,1,1급,手,7
蔓,만,덩굴,1,1급,艸,11
卍,만,만(卍),1,1급,十,4
饅,만,만두,1,1급,食,11
鰻,만,뱀장어,1,1급,魚,11
瞞,만,속일,1,1급,目,11
沫,말,물거품,1,1급,水,5
襪,말,버선,1,1급,衣,15
抹,말,지울,1,1급,手,5
芒,망,까끄라기,1,1급,艸,3
惘,망,멍할,1,1급,心,8
邁,매,갈[行],1,1급,辵,13
煤,매,그을음,1,1급,火,9
罵,매,꾸짖을,1,1급,网,10
昧,매,어두울,1,1급,日,5
呆,매,어리석을,1,1급,口,4
寐,매,잘,1,1급,宀,9
萌,맹,움[芽],1,1급,艸,8
眄,면,곁눈질할,1,1급,目,4
麪,면,국수,1,1급,麥,4
緬,면,멀,1,1급,糸,9
棉,면,목화,1,1급,木,8
皿,명,그릇,1,1급,皿,0
螟,명,멸구,1,1급,虫,10
溟,명,바다,1,1급,水,10
酩,명,술취할,1,1급,酉,6
暝,명,저물,1,1급,日,10
袂,몌,소매,1,1급,衣,4
摸,모,더듬을,1,1급,手,11
糢,모,모호할,1,1급,米,11
耗,모,소모할,1,1급,耒,4
牡,모,수컷,1,1급,牛,3
歿,몰,죽을,1,1급,歹,4
猫,묘,고양이,1,1급,犬,9
描,묘,그릴,1,1급,手,9
杳,묘,아득할,1,1급,木,4
渺,묘,아득할/물질펀할,1,1급,水,9
蕪,무,거칠,1,1급,艸,12
毋,무,말[勿],1,1급,毋,0
巫,무,무당,1,1급,工,4
誣,무,속일,1,1급,言,7
撫,무,어루만질,1,1급,手,12
憮,무,어루만질,1,1급,心,12
拇,무,엄지손가락,1,1급,手,5
畝,무,이랑,1,1급,田,5
蚊,문,모기,1,1급,虫,4
靡,미,쓰러질,1,1급,非,11
媚,미,아첨할/예쁠,1,1급,女,9
薇,미,장미,1,1급,艸,13
悶,민,답답할,1,1급,心,8
謐,밀,고요할,1,1급,言,10
駁,박,논박할,1,1급,馬,4
搏,박,두드릴,1,1급,手,10
箔,박,발[簾],1,1급,竹,8
剝,박,벗길,1,1급,刀,8
樸,박,순박할,1,1급,木,12
縛,박,얽을,1,1급,糸,10
粕,박,지게미,1,1급,米,5
撲,박,칠[擊],1,1급,手,12
膊,박,팔뚝,1,1급,肉,10
珀,박,호박(琥珀),1,1급,玉,5
頒,반,나눌,1,1급,頁,4
攀,반,더위잡을,1,1급,手,15
畔,반,밭두둑,1,1급,田,5
礬,반,백반,1,1급,石,15
拌,반,버릴,1,1급,手,5
蟠,반,서릴,1,1급,虫,12
斑,반,아롱질,1,1급,文,8
絆,반,얽어맬,1,1급,糸,5
槃,반,쟁반,1,1급,木,10
魃,발,가물,1,1급,鬼,5
勃,발,노할,1,1급,力,7
撥,발,다스릴,1,1급,手,12
潑,발,물뿌릴,1,1급,水,12
跋,발,밟을,1,1급,足,5
醱,발,술괼,1,1급,酉,12
肪,방,기름,1,1급,肉,4
枋,방,다목,1,1급,木,4
幇,방,도울,1,1급,巾,9
坊,방,동네,1,1급,土,4
昉,방,밝을,1,1급,日,4
榜,방,방(榜)붙일,1,1급,木,10
尨,방,삽살개,1,1급,尢,4
膀,방,오줌통,1,1급,肉,10
謗,방,헐뜯을,1,1급,言,10
彷,방,헤맬,1,1급,彳,4
陪,배,모실,1,1급,阜,8
湃,배,물결칠,1,1급,水,9
胚,배,아기밸,1,1급,肉,5
徘,배,어정거릴,1,1급,彳,8
魄,백,넋,1,1급,鬼,5
帛,백,비단,1,1급,巾,5
蕃,번,불을,1,1급,艸,12
藩,번,울타리,1,1급,艸,15
氾,범,넘칠,1,1급,水,2
帆,범,돛,1,1급,巾,3
泛,범,뜰,1,1급,水,5
梵,범,불경,1,1급,木,7
璧,벽,구슬,1,1급,玉,13
癖,벽,버릇,1,1급,疒,13
擘,벽,엄지손가락,1,1급,手,13
闢,벽,열,1,1급,門,13
劈,벽,쪼갤,1,1급,刀,13
瞥,별,눈깜짝할,1,1급,目,12
鼈,별,자라,1,1급,黽,12
餠,병,떡,1,1급,食,8
甁,병,병,1,1급,瓦,8
洑,보,보,1,1급,水,6
菩,보,보살,1,1급,艸,8
堡,보,작은성,1,1급,土,9
匐,복,길,1,1급,勹,9
輻,복,바퀴살,1,1급,車,9
鰒,복,전복,1,1급,魚,9
僕,복,종,1,1급,人,12
棒,봉,막대,1,1급,木,8
捧,봉,받들,1,1급,手,8
烽,봉,봉화,1,1급,火,7
鋒,봉,칼날,1,1급,金,7
俯,부,구부릴,1,1급,人,8
斧,부,도끼,1,1급,斤,4
訃,부,부고,1,1급,言,2
埠,부,부두,1,1급,土,8
駙,부,부마,1,1급,馬,5
賻,부,부의,1,1급,貝,10
咐,부,분부할/불[吹],1,1급,口,5
孵,부,알깔,1,1급,子,11
芙,부,연꽃,1,1급,艸,4
腑,부,육부(六腑),1,1급,肉,8
剖,부,쪼갤,1,1급,刀,8
扮,분,꾸밀,1,1급,手,4
雰,분,눈날릴,1,1급,雨,4
盆,분,동이,1,1급,皿,4
糞,분,똥,1,1급,米,11
吩,분,분부할,1,1급,口,4
焚,분,불사를,1,1급,火,8
噴,분,뿜을,1,1급,口,12
忿,분,성낼,1,1급,心,4
彿,불,비슷할,1,1급,彳,5
繃,붕,묶을,1,1급,糸,11
硼,붕,붕사(硼砂),1,1급,石,8
棚,붕,사다리,1,1급,木,8
憊,비,고단할,1,1급,心,12
沸,비,끓을,1,1급,水,5
鄙,비,더러울,1,1급,邑,11
庇,비,덮을,1,1급,广,4
裨,비,도울,1,1급,衣,8
翡,비,물총새,1,1급,羽,8
蜚,비,바퀴/날[飛],1,1급,虫,8
緋,비,비단,1,1급,糸,8
砒,비,비상,1,1급,石,4
匕,비,비수,1,1급,匕,0
譬,비,비유할,1,1급,言,13
琵,비,비파,1,1급,玉,8
扉,비,사립문,1,1급,戶,8
痺,비,저릴,1,1급,疒,8
妣,비,죽은어미,1,1급,女,4
脾,비,지라,1,1급,肉,8
秕,비,쭉정이,1,1급,禾,4
臂,비,팔,1,1급,肉,13
誹,비,헐뜯을,1,1급,言,8
嬪,빈,궁녀벼슬이름,1,1급,女,14
濱,빈,물가,1,1급,水,14
瀕,빈,물가/가까울,1,1급,水,16
殯,빈,빈소,1,1급,歹,14
嚬,빈,찡그릴,1,1급,口,16
憑,빙,비길[依],1,1급,心,12
蓑,사,도롱이,1,1급,艸,10
紗,사,비단,1,1급,糸,4
祠,사,사당,1,1급,示,5
獅,사,사자,1,1급,犬,10
奢,사,사치할,1,1급,大,9
麝,사,사향노루,1,1급,鹿,10
瀉,사,쏟을,1,1급,水,15
徙,사,옮길,1,1급,彳,8
嗣,사,이을,1,1급,口,10
些,사,적을,1,1급,二,6
娑,사,춤출/사바세상,1,1급,女,7
刪,산,깎을,1,1급,刀,5
疝,산,산증(疝症),1,1급,疒,3
珊,산,산호,1,1급,玉,5
薩,살,보살,1,1급,艸,14
撒,살,뿌릴,1,1급,手,12
煞,살,죽일,1,1급,火,9
滲,삼,스밀,1,1급,水,11
澁,삽,떫을,1,1급,水,12
翔,상,날[飛],1,1급,羽,6
爽,상,시원할,1,1급,爻,7
觴,상,잔,1,1급,角,11
孀,상,홀어미,1,1급,女,17
璽,새,옥새(玉璽),1,1급,玉,14
嗇,색,아낄,1,1급,口,10
甥,생,생질,1,1급,生,7
牲,생,희생,1,1급,牛,5
薯,서,감자,1,1급,艸,14
黍,서,기장,1,1급,黍,0
棲,서,깃들일,1,1급,木,8
犀,서,무소,1,1급,牛,8
壻,서,사위,1,1급,士,9
曙,서,새벽,1,1급,日,14
胥,서,서로,1,1급,肉,5
嶼,서,섬,1,1급,山,14
鼠,서,쥐,1,1급,鼠,0
抒,서,풀,1,1급,手,4
潟,석,개펄,1,1급,水,12
銑,선,무쇠,1,1급,金,6
羨,선,부러워할,1,1급,羊,7
扇,선,부채,1,1급,戶,6
煽,선,부채질할,1,1급,火,10
腺,선,샘,1,1급,肉,9
膳,선,선물/반찬,1,1급,肉,12
屑,설,가루,1,1급,尸,7
洩,설,샐,1,1급,水,6
泄,설,샐,1,1급,水,5
渫,설,파낼,1,1급,水,9
殲,섬,다죽일,1,1급,歹,17
閃,섬,번쩍일,1,1급,門,2
醒,성,깰,1,1급,酉,9
遡,소,거스를,1,1급,辵,10
搔,소,긁을,1,1급,手,10
甦,소,깨어날,1,1급,生,7
逍,소,노닐,1,1급,辵,7
宵,소,밤[夜],1,1급,宀,7
疎,소,성길,1,1급,疋,7
蕭,소,쓸쓸할,1,1급,艸,13
梳,소,얼레빗,1,1급,木,7
簫,소,퉁소,1,1급,竹,13
瘙,소,피부병,1,1급,疒,10
塑,소,흙빚을,1,1급,土,10
贖,속,속죄할,1,1급,貝,15
遜,손,겸손할,1,1급,辵,10
悚,송,두려울,1,1급,心,7
碎,쇄,부술,1,1급,石,8
灑,쇄,뿌릴,1,1급,水,19
酬,수,갚을,1,1급,酉,6
蒐,수,모을,1,1급,艸,10
羞,수,부끄러울,1,1급,羊,5
髓,수,뼛골,1,1급,骨,13
狩,수,사냥할,1,1급,犬,6
竪,수,세울,1,1급,立,8
袖,수,소매,1,1급,衣,5
繡,수,수놓을,1,1급,糸,13
戍,수,수자리,1,1급,戈,2
粹,수,순수할,1,1급,米,8
瘦,수,여윌,1,1급,疒,9
讎,수,원수,1,1급,言,16
穗,수,이삭,1,1급,禾,12
嫂,수,형수,1,1급,女,9
塾,숙,글방,1,1급,土,11
夙,숙,이를,1,1급,夕,3
菽,숙,콩,1,1급,艸,8
馴,순,길들일,1,1급,馬,3
醇,순,전국술,1,1급,酉,8
筍,순,죽순,1,1급,竹,6
膝,슬,무릎,1,1급,肉,11
丞,승,정승,1,1급,一,5
柿,시,감,1,1급,木,5
匙,시,숟가락,1,1급,匕,9
豺,시,승냥이,1,1급,豸,3
猜,시,시기할,1,1급,犬,8
媤,시,시집,1,1급,女,9
諡,시,시호,1,1급,言,9
弑,시,윗사람죽일,1,1급,弋,9
熄,식,불꺼질,1,1급,火,10
拭,식,씻을,1,1급,手,6
蝕,식,좀먹을,1,1급,虫,9
宸,신,대궐,1,1급,宀,7
訊,신,물을,1,1급,言,3
燼,신,불탄끝,1,1급,火,14
迅,신,빠를,1,1급,辵,3
薪,신,섶,1,1급,艸,13
娠,신,아이밸,1,1급,女,7
呻,신,읊조릴,1,1급,口,5
蜃,신,큰조개,1,1급,虫,7
悉,실,다,1,1급,心,7
什,십,열사람,1,1급,人,2
衙,아,마을[官廳],1,1급,行,7
啞,아,벙어리,1,1급,口,8
俄,아,아까,1,1급,人,7
訝,아,의심할,1,1급,言,4
愕,악,놀랄,1,1급,心,9
顎,악,턱,1,1급,頁,9
堊,악,흰흙,1,1급,土,8
按,안,누를,1,1급,手,6
晏,안,늦을,1,1급,日,6
鞍,안,안장,1,1급,革,6
斡,알,돌,1,1급,斗,10
軋,알,삐걱거릴,1,1급,車,1
闇,암,숨을,1,1급,門,9
庵,암,암자,1,1급,广,8
昂,앙,높을,1,1급,日,4
秧,앙,모,1,1급,禾,5
怏,앙,원망할,1,1급,心,5
鴦,앙,원앙,1,1급,鳥,5
靄,애,아지랑이,1,1급,雨,16
崖,애,언덕,1,1급,山,8
隘,애,좁을,1,1급,阜,10
曖,애,희미할,1,1급,日,13
腋,액,겨드랑이,1,1급,肉,8
縊,액,목맬,1,1급,糸,10
扼,액,잡을,1,1급,手,4
鶯,앵,꾀꼬리,1,1급,鳥,10
櫻,앵,앵두,1,1급,木,17
爺,야,아비,1,1급,父,9
揶,야,야유할,1,1급,手,9
冶,야,풀무,1,1급,冫,5
葯,약,꽃밥,1,1급,艸,9
癢,양,가려울,1,1급,疒,15
攘,양,물리칠,1,1급,手,17
恙,양,병/근심할,1,1급,心,6
釀,양,술빚을,1,1급,酉,17
瘍,양,헐,1,1급,疒,9
禦,어,막을,1,1급,示,11
瘀,어,어혈질,1,1급,疒,8
圄,어,옥,1,1급,囗,7
臆,억,가슴,1,1급,肉,13
堰,언,둑,1,1급,土,9
諺,언,언문/속담,1,1급,言,9
掩,엄,가릴,1,1급,手,8
奄,엄,문득,1,1급,大,5
儼,엄,엄연할,1,1급,人,20
繹,역,풀[解],1,1급,糸,13
筵,연,대자리,1,1급,竹,7
捐,연,버릴,1,1급,手,7
椽,연,서까래,1,1급,木,9
鳶,연,솔개,1,1급,鳥,3
艶,염,고울,1,1급,色,13
焰,염,불꽃,1,1급,火,8
嬰,영,어린아이,1,1급,女,14
曳,예,끌,1,1급,曰,2
穢,예,더러울,1,1급,禾,13
詣,예,이를[至],1,1급,言,6
裔,예,후손,1,1급,衣,7
奧,오,깊을,1,1급,大,10
伍,오,다섯사람,1,1급,人,4
寤,오,잠깰,1,1급,宀,11
懊,오,한할,1,1급,心,13
蘊,온,쌓을,1,1급,艸,16
壅,옹,막을,1,1급,土,13
訛,와,그릇될,1,1급,言,4
蝸,와,달팽이,1,1급,虫,9
渦,와,소용돌이,1,1급,水,9
阮,완,성(姓),1,1급,阜,4
婉,완,순할/아름다울,1,1급,女,8
頑,완,완고할,1,1급,頁,4
宛,완,완연할,1,1급,宀,5
玩,완,즐길,1,1급,玉,4
腕,완,팔뚝,1,1급,肉,8
枉,왕,굽을,1,1급,木,4
矮,왜,난쟁이,1,1급,矢,8
巍,외,높고클,1,1급,山,18
猥,외,외람할,1,1급,犬,9
窈,요,고요할,1,1급,穴,5
窯,요,기와가마,1,1급,穴,10
饒,요,넉넉할,1,1급,食,12
邀,요,맞을,1,1급,辵,13
擾,요,시끄러울,1,1급,手,15
凹,요,오목할,1,1급,凵,3
僥,요,요행,1,1급,人,12
拗,요,우길,1,1급,手,5
夭,요,일찍죽을,1,1급,大,1
踊,용,뛸,1,1급,足,7
涌,용,물,1,1급,水,7
聳,용,솟을,1,1급,耳,11
蓉,용,연꽃,1,1급,艸,10
茸,용,풀날,1,1급,艸,6
隅,우,모퉁이,1,1급,阜,9
寓,우,부칠[寄],1,1급,宀,9
嵎,우,산굽이,1,1급,山,9
迂,우,에돌,1,1급,辵,3
虞,우,염려할/나라이름,1,1급,虍,7
耘,운,김맬,1,1급,耒,4
隕,운,떨어질,1,1급,阜,10
殞,운,죽을,1,1급,歹,10
猿,원,원숭이,1,1급,犬,10
鴛,원,원앙,1,1급,鳥,5
冤,원,원통할,1,1급,冖,8
萎,위,시들,1,1급,艸,8
喩,유,깨우칠,1,1급,口,9
宥,유,너그러울,1,1급,宀,6
鍮,유,놋쇠,1,1급,金,9
蹂,유,밟을,1,1급,足,9
癒,유,병나을,1,1급,疒,13
諛,유,아첨할,1,1급,言,8
揄,유,야유할,1,1급,手,9
柚,유,유자,1,1급,木,5
愉,유,즐거울,1,1급,心,9
諭,유,타이를,1,1급,言,9
游,유,헤엄칠,1,1급,水,9
絨,융,가는베,1,1급,糸,6
戎,융,병장기/오랑캐,1,1급,戈,2
蔭,음,그늘,1,1급,艸,11
揖,읍,읍할,1,1급,手,9
膺,응,가슴,1,1급,肉,13
毅,의,굳셀,1,1급,殳,11
擬,의,비길,1,1급,手,14
椅,의,의자,1,1급,木,8
誼,의,정(情),1,1급,言,8
爾,이,너,1,1급,爻,10
弛,이,늦출,1,1급,弓,3
餌,이,미끼,1,1급,食,6
痍,이,상처,1,1급,疒,6
姨,이,이모,1,1급,女,6
翌,익,다음날,1,1급,羽,5
咽,인,목구멍,1,1급,口,6
湮,인,묻힐,1,1급,水,9
蚓,인,지렁이,1,1급,虫,4
靭,인,질길,1,1급,革,3
溢,일,넘칠,1,1급,水,10
佚,일,편안,1,1급,人,5
剩,잉,남을,1,1급,刀,10
孕,잉,아이밸,1,1급,子,2
炙,자,구울,1,1급,火,4
藉,자,깔/핑계할,1,1급,艸,14
瓷,자,사기그릇,1,1급,瓦,6
蔗,자,사탕수수,1,1급,艸,11
煮,자,삶을,1,1급,火,9
仔,자,자세할,1,1급,人,3
疵,자,허물,1,1급,疒,6
勺,작,구기,1,1급,勹,1
鵲,작,까치,1,1급,鳥,8
綽,작,너그러울,1,1급,糸,8
灼,작,불사를,1,1급,火,3
嚼,작,씹을,1,1급,口,18
雀,작,참새,1,1급,隹,3
炸,작,터질,1,1급,火,5
芍,작,함박꽃,1,1급,艸,3
棧,잔,사다리,1,1급,木,8
盞,잔,잔,1,1급,皿,8
箴,잠,경계,1,1급,竹,9
簪,잠,비녀,1,1급,竹,12
檣,장,돛대,1,1급,木,13
仗,장,의장(儀仗),1,1급,人,3
醬,장,장,1,1급,酉,11
薔,장,장미,1,1급,艸,13
匠,장,장인,1,1급,匚,4
漿,장,즙,1,1급,水,11
杖,장,지팡이,1,1급,木,3
齋,재,재계할/집,1,1급,齊,3
滓,재,찌끼,1,1급,水,10
錚,쟁,쇳소리,1,1급,金,8
豬,저,돼지,1,1급,豕,9
躇,저,머뭇거릴,1,1급,足,13
觝,저,씨름,1,1급,角,5
咀,저,씹을,1,1급,口,5
狙,저,원숭이/엿볼,1,1급,犬,5
詛,저,저주할,1,1급,言,5
箸,저,젓가락,1,1급,竹,9
邸,저,집,1,1급,邑,5
謫,적,귀양갈,1,1급,言,11
狄,적,오랑캐,1,1급,犬,4
迹,적,자취,1,1급,辵,6
嫡,적,정실,1,1급,女,11
廛,전,가게,1,1급,广,12
剪,전,가위,1,1급,刀,9
悛,전,고칠,1,1급,心,7
箋,전,기록할,1,1급,竹,8
煎,전,달일,1,1급,火,9
氈,전,담(毯),1,1급,毛,13
輾,전,돌아누울,1,1급,車,10
顫,전,떨,1,1급,頁,13
栓,전,마개,1,1급,木,6
塡,전,메울,1,1급,土,10
癲,전,미칠,1,1급,疒,19
餞,전,보낼,1,1급,食,8
銓,전,사람가릴,1,1급,金,6
箭,전,살[矢],1,1급,竹,9
澱,전,앙금,1,1급,水,13
纏,전,얽을,1,1급,糸,15
顚,전,엎드러질/이마,1,1급,頁,10
篆,전,전자(篆字),1,1급,竹,9
奠,전,정할/제사,1,1급,大,9
截,절,끊을,1,1급,戈,10
粘,점,붙을,1,1급,米,5
霑,점,젖을,1,1급,雨,8
幀,정,그림족자,1,1급,巾,9
睛,정,눈동자,1,1급,目,8
碇,정,닻,1,1급,石,8
錠,정,덩이,1,1급,金,8
釘,정,못,1,1급,金,2
町,정,밭두둑,1,1급,田,2
挺,정,빼어날,1,1급,手,7
酊,정,술취할,1,1급,酉,2
靖,정,편안할,1,1급,靑,5
穽,정,함정,1,1급,穴,4
悌,제,공손할,1,1급,心,7
蹄,제,굽,1,1급,足,9
梯,제,사다리,1,1급,木,7
啼,제,울,1,1급,口,9
粗,조,거칠,1,1급,米,5
繰,조,고치켤,1,1급,糸,13
槽,조,구유,1,1급,木,11
棗,조,대추,1,1급,木,8
藻,조,마름,1,1급,艸,16
阻,조,막힐,1,1급,阜,5
遭,조,만날,1,1급,辵,11
曹,조,무리,1,1급,曰,7
漕,조,배로실어나를,1,1급,水,11
眺,조,볼,1,1급,目,6
肇,조,비롯할,1,1급,聿,8
嘲,조,비웃을,1,1급,口,12
稠,조,빽빽할,1,1급,禾,8
爪,조,손톱,1,1급,爪,0
凋,조,시들,1,1급,冫,8
躁,조,조급할,1,1급,足,13
詔,조,조서,1,1급,言,5
糟,조,지게미,1,1급,米,11
簇,족,가는대[小竹],1,1급,竹,11
猝,졸,갑자기,1,1급,犬,8
慫,종,권할,1,1급,心,11
踵,종,발꿈치,1,1급,足,9
踪,종,자취,1,1급,足,8
腫,종,종기,1,1급,肉,9
挫,좌,꺾을,1,1급,手,7
註,주,글뜻풀,1,1급,言,5
躊,주,머뭇거릴,1,1급,足,14
紬,주,명주,1,1급,糸,5
輳,주,몰려들,1,1급,車,9
誅,주,벨,1,1급,言,6
廚,주,부엌,1,1급,广,12
嗾,주,부추길,1,1급,口,11
呪,주,빌,1,1급,口,5
胄,주,자손,1,1급,肉,5
紂,주,주임금,1,1급,糸,3
做,주,지을,1,1급,人,9
蠢,준,꾸물거릴,1,1급,虫,15
竣,준,마칠,1,1급,立,7
樽,준,술통,1,1급,木,12
櫛,즐,빗,1,1급,木,15
葺,즙,기울,1,1급,艸,9
汁,즙,즙,1,1급,水,2
祉,지,복(福),1,1급,示,4
咫,지,여덟치,1,1급,口,6
摯,지,잡을,1,1급,手,11
枳,지,탱자,1,1급,木,5
肢,지,팔다리,1,1급,肉,4
疹,진,마마,1,1급,疒,5
嗔,진,성낼,1,1급,口,10
迭,질,갈마들,1,1급,辵,5
跌,질,거꾸러질,1,1급,足,5
叱,질,꾸짖을,1,1급,口,2
嫉,질,미워할,1,1급,女,10
膣,질,음도,1,1급,肉,11
桎,질,차꼬,1,1급,木,6
帙,질,책권차례,1,1급,巾,5
朕,짐,나,1,1급,月,6
斟,짐,짐작할,1,1급,斗,9
澄,징,맑을,1,1급,水,12
叉,차,갈래,1,1급,又,1
蹉,차,미끄러질,1,1급,足,10
嗟,차,탄식할,1,1급,口,10
鑿,착,뚫을,1,1급,金,20
窄,착,좁을,1,1급,穴,5
搾,착,짤,1,1급,手,10
纂,찬,모을,1,1급,糸,14
饌,찬,반찬,1,1급,食,12
篡,찬,빼앗을,1,1급,竹,10
撰,찬,지을,1,1급,手,12
擦,찰,문지를,1,1급,手,14
塹,참,구덩이,1,1급,土,11
懺,참,뉘우칠,1,1급,心,17
站,참,역(驛)마을,1,1급,立,5
讖,참,예언,1,1급,言,17
僭,참,주제넘을,1,1급,人,12
讒,참,참소할,1,1급,言,17
廠,창,공장,1,1급,广,12
倡,창,광대,1,1급,人,8
漲,창,넘칠,1,1급,水,11
猖,창,미쳐날뛸,1,1급,犬,8
艙,창,부두,1,1급,舟,10
瘡,창,부스럼,1,1급,疒,10
脹,창,부을,1,1급,肉,8
愴,창,슬플,1,1급,心,10
槍,창,창,1,1급,木,10
娼,창,창녀,1,1급,女,8
菖,창,창포,1,1급,艸,8
寨,채,목책(木柵),1,1급,宀,11
柵,책,울타리,1,1급,木,5
凄,처,쓸쓸할,1,1급,冫,8
擲,척,던질,1,1급,手,15
脊,척,등마루,1,1급,肉,6
滌,척,씻을,1,1급,水,11
瘠,척,여윌,1,1급,疒,10
穿,천,뚫을,1,1급,穴,4
擅,천,멋대로할,1,1급,手,13
闡,천,밝힐,1,1급,門,12
喘,천,숨찰,1,1급,口,9
轍,철,바퀴자국,1,1급,車,12
凸,철,볼록할,1,1급,凵,3
綴,철,엮을,1,1급,糸,8
僉,첨,다/여러,1,1급,人,11
諂,첨,아첨할,1,1급,言,8
籤,첨,제비(점대),1,1급,竹,17
疊,첩,거듭,1,1급,田,17
帖,첩,문서,1,1급,巾,5
貼,첩,붙일,1,1급,貝,5
捷,첩,빠를,1,1급,手,8
牒,첩,편지,1,1급,片,9
涕,체,눈물,1,1급,水,7
諦,체,살필,1,1급,言,9
梢,초,나무끝,1,1급,木,7
樵,초,나무할,1,1급,木,12
貂,초,담비,1,1급,豸,5
炒,초,볶을,1,1급,火,4
礁,초,암초,1,1급,石,12
稍,초,점점,1,1급,禾,7
醋,초,초,1,1급,酉,8
憔,초,파리할,1,1급,心,12
蕉,초,파초,1,1급,艸,12
硝,초,화약,1,1급,石,7
囑,촉,부탁할,1,1급,口,21
忖,촌,헤아릴,1,1급,心,3
叢,총,떨기/모일,1,1급,又,16
塚,총,무덤,1,1급,土,10
寵,총,사랑할,1,1급,宀,16
撮,촬,모을/사진찍을,1,1급,手,12
芻,추,꼴,1,1급,艸,4
墜,추,떨어질,1,1급,土,12
鰍,추,미꾸라지,1,1급,魚,9
錐,추,송곳,1,1급,金,8
鎚,추,쇠망치,1,1급,金,10
椎,추,쇠몽치/등골,1,1급,木,8
酋,추,우두머리,1,1급,酉,2
錘,추,저울추,1,1급,金,8
樞,추,지도리,1,1급,木,11
槌,추,칠[擊],1,1급,木,10
黜,출,내칠,1,1급,黑,5
萃,췌,모을,1,1급,艸,8
膵,췌,췌장,1,1급,肉,12
悴,췌,파리할,1,1급,心,8
贅,췌,혹,1,1급,貝,11
脆,취,연할,1,1급,肉,6
娶,취,장가들,1,1급,女,8
翠,취,푸를/물총새,1,1급,羽,8
惻,측,슬플,1,1급,心,9
幟,치,기(旗),1,1급,巾,12
馳,치,달릴,1,1급,馬,3
嗤,치,비웃을,1,1급,口,10
緻,치,빽빽할,1,1급,糸,10
侈,치,사치할,1,1급,人,6
熾,치,성할,1,1급,火,12
癡,치,어리석을,1,1급,疒,14
痔,치,치질,1,1급,疒,6
勅,칙,칙서,1,1급,力,7
砧,침,다듬잇돌,1,1급,石,5
鍼,침,침(鍼),1,1급,金,9
蟄,칩,숨을,1,1급,虫,11
秤,칭,저울,1,1급,禾,5
惰,타,게으를,1,1급,心,9
楕,타,길고둥글,1,1급,木,9
駝,타,낙타,1,1급,馬,5
陀,타,비탈질/부처,1,1급,阜,5
唾,타,침[涎],1,1급,口,8
舵,타,키[正船木],1,1급,舟,5
鐸,탁,방울,1,1급,金,13
擢,탁,뽑을,1,1급,手,14
憚,탄,꺼릴,1,1급,心,12
呑,탄,삼킬,1,1급,口,4
綻,탄,터질,1,1급,糸,8
坦,탄,평탄할,1,1급,土,5
眈,탐,노려볼,1,1급,目,4
搭,탑,탈[乘],1,1급,手,10
蕩,탕,방탕할,1,1급,艸,12
宕,탕,호탕할,1,1급,宀,5
跆,태,밟을,1,1급,足,5
笞,태,볼기칠,1,1급,竹,5
苔,태,이끼,1,1급,艸,5
汰,태,일[淘],1,1급,水,4
撐,탱,버틸,1,1급,手,12
攄,터,펼,1,1급,手,15
慟,통,서러워할,1,1급,心,11
桶,통,통(桶),1,1급,木,7
筒,통,통(筒),1,1급,竹,6
腿,퇴,넓적다리,1,1급,肉,10
頹,퇴,무너질,1,1급,頁,7
褪,퇴,바랠[褪色],1,1급,衣,10
堆,퇴,쌓을,1,1급,土,8
妬,투,샘낼,1,1급,女,5
套,투,씌울,1,1급,大,7
慝,특,사특할,1,1급,心,11
爬,파,긁을,1,1급,爪,4
巴,파,꼬리,1,1급,己,1
琶,파,비파,1,1급,玉,8
跛,파,절름발이,1,1급,足,5
芭,파,파초,1,1급,艸,4
婆,파,할미,1,1급,女,8
辦,판,힘들일,1,1급,辛,9
悖,패,거스를,1,1급,心,7
沛,패,비쏟아질,1,1급,水,4
唄,패,염불소리,1,1급,口,7
佩,패,찰[帶],1,1급,人,6
牌,패,패(牌),1,1급,片,8
稗,패,피[穀類],1,1급,禾,8
澎,팽,물소리,1,1급,水,12
膨,팽,불을,1,1급,肉,12
愎,퍅,강퍅할,1,1급,心,9
騙,편,속일,1,1급,馬,9
鞭,편,채찍,1,1급,革,9
貶,폄,낮출,1,1급,貝,5
萍,평,부평초(浮萍草),1,1급,艸,8
陛,폐,대궐섬돌,1,1급,阜,7
斃,폐,죽을,1,1급,攴,14
泡,포,거품,1,1급,水,5
咆,포,고함지를[咆哮],1,1급,口,5
褒,포,기릴,1,1급,衣,9
匍,포,길,1,1급,勹,7
逋,포,도망갈,1,1급,辵,7
袍,포,도포,1,1급,衣,5
哺,포,먹일,1,1급,口,7
疱,포,물집,1,1급,疒,5
蒲,포,부들,1,1급,艸,10
庖,포,부엌,1,1급,广,5
圃,포,채마밭,1,1급,囗,7
脯,포,포(脯),1,1급,肉,7
曝,폭,쪼일,1,1급,日,15
瀑,폭,폭포,1,1급,水,15
