character,reading,meaning,level,level_label,radical,stroke_count
鑒,감,거울[鑑],0.5,준특급,金,14
坎,감,구덩이,0.5,준특급,土,4
嵌,감,끼울,0.5,준특급,山,9
戡,감,이길,0.5,준특급,戈,9
胛,갑,어깻죽지,0.5,준특급,肉,5
强,강,강할[強],0.5,준특급,弓,9
堈,강,독,0.5,준특급,土,8
舡,강,배,0.5,준특급,舟,3
鱇,강,아귀,0.5,준특급,魚,11
羌,강,오랑캐,0.5,준특급,羊,2
畺,강,지경[疆],0.5,준특급,田,8
絳,강,짙게붉을,0.5,준특급,糸,6
襁,강,포대기,0.5,준특급,衣,11
鎧,개,갑옷,0.5,준특급,金,10
盖,개,덮을[蓋],0.5,준특급,皿,6
疥,개,옴,0.5,준특급,疒,4
愷,개,즐거울,0.5,준특급,心,10
喀,객,토할,0.5,준특급,口,9
粳,갱,메벼,0.5,준특급,米,7
踞,거,걸어앉을,0.5,준특급,足,8
遽,거,급할,0.5,준특급,辵,13
祛,거,떨어없앨,0.5,준특급,示,5
据,거,일할/의거할,0.5,준특급,手,8
鋸,거,톱,0.5,준특급,金,8
鉅,거,톱/클,0.5,준특급,金,5
炬,거,횃불,0.5,준특급,火,5
楗,건,문빗장,0.5,준특급,木,9
騫,건,이지러질,0.5,준특급,馬,10
蹇,건,절,0.5,준특급,足,10
愆,건,허물,0.5,준특급,心,9
黔,검,검을,0.5,준특급,黑,4
瞼,검,눈시울,0.5,준특급,目,13
鈐,검,자물쇠,0.5,준특급,金,4
劒,검,칼,0.5,준특급,刀,14
迲,겁,자래[單位],0.5,준특급,辵,5
抉,결,도려낼,0.5,준특급,手,4
鎌,겸,낫,0.5,준특급,金,10
慊,겸,앙심먹을,0.5,준특급,心,10
箝,겸,재갈,0.5,준특급,竹,8
鉗,겸,집게,0.5,준특급,金,5
倞,경,굳셀,0.5,준특급,人,8
勍,경,굳셀,0.5,준특급,力,8
逕,경,길,0.5,준특급,辵,7
絅,경,당길/홑옷,0.5,준특급,糸,5
坰,경,들[野],0.5,준특급,土,5
涇,경,물이름,0.5,준특급,水,7
擎,경,받들,0.5,준특급,手,13
暻,경,밝을,0.5,준특급,日,12
耿,경,빛날,0.5,준특급,耳,4
璥,경,옥이름,0.5,준특급,玉,13
俓,경,지름길[徑],0.5,준특급,人,7
誡,계,경계할,0.5,준특급,言,7
稽,계,머무를,0.5,준특급,禾,10
磎,계,시내,0.5,준특급,石,10
谿,계,시내,0.5,준특급,谷,10
屆,계,이를[至],0.5,준특급,尸,5
棨,계,중계[壁柱],0.5,준특급,木,8
堺,계,지경[界],0.5,준특급,土,9
誥,고,깨우칠,0.5,준특급,言,7
尻,고,꽁무니,0.5,준특급,尸,2
蠱,고,독벌레/고혹할,0.5,준특급,虫,17
槁,고,마를,0.5,준특급,木,10
暠,고,밝을,0.5,준특급,日,10
睾,고,불알,0.5,준특급,目,9
沽,고,살/팔,0.5,준특급,水,5
攷,고,상고할[考],0.5,준특급,攴,2
羔,고,새끼양,0.5,준특급,羊,4
苽,고,줄,0.5,준특급,艸,5
菰,고,줄풀,0.5,준특급,艸,8
藁,고,짚,0.5,준특급,艸,14
斛,곡,휘,0.5,준특급,斗,7
鯤,곤,곤어,0.5,준특급,魚,8
滾,곤,넘쳐흐를,0.5,준특급,水,11
梱,곤,문지방,0.5,준특급,木,7
崑,곤,산이름,0.5,준특급,山,8
琨,곤,옥돌,0.5,준특급,玉,8
控,공,당길,0.5,준특급,手,8
蚣,공,지네,0.5,준특급,虫,4
珙,공,큰옥,0.5,준특급,玉,6
跨,과,넘을,0.5,준특급,足,6
鍋,과,노구솥,0.5,준특급,金,9
梡,관,도마,0.5,준특급,木,7
罐,관,물동이,0.5,준특급,缶,18
瓘,관,옥,0.5,준특급,玉,18
菅,관,왕골,0.5,준특급,艸,8
恝,괄,괄시할,0.5,준특급,心,6
适,괄,빠를,0.5,준특급,辵,6
筐,광,광주리,0.5,준특급,竹,6
洸,광,물솟을,0.5,준특급,水,6
炚,광,빛날,0.5,준특급,火,4
侊,광,성할,0.5,준특급,人,6
珖,광,옥피리,0.5,준특급,玉,6
紘,굉,벼리,0.5,준특급,糸,4
餃,교,교자,0.5,준특급,食,6
蕎,교,메밀,0.5,준특급,艸,12
嶠,교,산길,0.5,준특급,山,12
鮫,교,상어,0.5,준특급,魚,6
翹,교,우뚝할,0.5,준특급,羽,12
勾,구,굽을,0.5,준특급,勹,2
絿,구,급할,0.5,준특급,糸,7
銶,구,끌,0.5,준특급,金,7
柾,구,널[柩],0.5,준특급,木,5
瞿,구,놀랄,0.5,준특급,目,13
耈,구,늙은이,0.5,준특급,老,5
廐,구,마구간[廏],0.5,준특급,广,11
坵,구,언덕[丘],0.5,준특급,土,5
毬,구,제기/공,0.5,준특급,毛,7
逑,구,짝,0.5,준특급,辵,7
咎,구,허물,0.5,준특급,口,5
鞫,국,국문할,0.5,준특급,革,9
麴,국,누룩,0.5,준특급,麥,8
裙,군,치마,0.5,준특급,衣,7
堀,굴,팔,0.5,준특급,土,8
芎,궁,궁궁이,0.5,준특급,艸,3
淃,권,돌아흐를,0.5,준특급,水,8
蕨,궐,고사리,0.5,준특급,艸,12
獗,궐,날뛸,0.5,준특급,犬,12
饋,궤,먹일,0.5,준특급,食,12
晷,귀,해그림자,0.5,준특급,日,8
竅,규,구멍,0.5,준특급,穴,13
槻,규,물푸레나무,0.5,준특급,木,11
赳,규,헌걸찰,0.5,준특급,走,2
勻,균,고를,0.5,준특급,勹,2
筠,균,대껍질,0.5,준특급,竹,7
鈞,균,무거울,0.5,준특급,金,4
畇,균,밭일굴,0.5,준특급,田,4
芹,근,미나리,0.5,준특급,艸,4
菫,근,씀바귀,0.5,준특급,艸,8
懃,근,은근할,0.5,준특급,心,13
劤,근,힘셀,0.5,준특급,力,4
檎,금,능금,0.5,준특급,木,13
昑,금,밝을,0.5,준특급,日,4
衿,금,옷깃,0.5,준특급,衣,4
妗,금,외숙모,0.5,준특급,女,4
芩,금,풀이름,0.5,준특급,艸,4
伋,급,생각할,0.5,준특급,人,4
埼,기,갑,0.5,준특급,土,8
圻,기,경기(京畿),0.5,준특급,土,4
祺,기,길할,0.5,준특급,示,8
碁,기,바둑,0.5,준특급,石,8
耭,기,밭갈,0.5,준특급,耒,12
錡,기,세발가마,0.5,준특급,金,8
磯,기,여울돌,0.5,준특급,石,12
夔,기,조심할,0.5,준특급,夊,17
饑,기,주릴,0.5,준특급,食,12
祇,기,지신,0.5,준특급,示,4
祁,기,클,0.5,준특급,示,3
玘,기,패옥,0.5,준특급,玉,3
璂,기,피변옥,0.5,준특급,玉,11
錤,기,호미,0.5,준특급,金,8
桔,길,도라지,0.5,준특급,木,6
佶,길,바를,0.5,준특급,人,6
娜,나,아리따울,0.5,준특급,女,7
楠,남,녹나무,0.5,준특급,木,9
枏,남,녹나무,0.5,준특급,木,4
湳,남,물이름,0.5,준특급,水,9
柰,내,사과/어찌,0.5,준특급,木,5
秊,년,해[年],0.5,준특급,禾,3
捻,념,비틀,0.5,준특급,手,8
拈,념,집을,0.5,준특급,手,5
恬,념,편안할,0.5,준특급,心,6
獰,녕,사나울,0.5,준특급,犬,14
寗,녕,차라리,0.5,준특급,宀,10
瑙,노,마노,0.5,준특급,玉,9
鬧,뇨,지껄일,0.5,준특급,鬥,5
嫩,눈,어릴,0.5,준특급,女,11
杻,뉴,싸리,0.5,준특급,木,4
袒,단,옷벗어멜,0.5,준특급,衣,5
亶,단,진실로,0.5,준특급,亠,11
彖,단,판단할,0.5,준특급,彐,6
鄲,단,한단,0.5,준특급,邑,12
澾,달,미끄러울,0.5,준특급,水,13
獺,달,수달,0.5,준특급,犬,16
聃,담,귓바퀴없을,0.5,준특급,耳,5
覃,담,깊을,0.5,준특급,襾,6
坍,담,무너질,0.5,준특급,土,4
啖,담,씹을,0.5,준특급,口,8
湛,담,즐길,0.5,준특급,水,9
蕁,담,지모,0.5,준특급,艸,12
錟,담,창,0.5,준특급,金,8
沓,답,겹칠,0.5,준특급,水,4
幢,당,기,0.5,준특급,巾,12
戇,당,어리석을,0.5,준특급,心,24
黛,대,눈썹그릴,0.5,준특급,黑,5
玳,대,대모(玳瑁),0.5,준특급,玉,5
坮,대,돈대,0.5,준특급,土,5
岱,대,산이름,0.5,준특급,山,5
韜,도,감출,0.5,준특급,韋,10
棹,도,노,0.5,준특급,木,8
覩,도,볼,0.5,준특급,見,9
櫂,도,상앗대,0.5,준특급,木,14
嶋,도,섬,0.5,준특급,山,11
纛,독,둑[儀仗旗],0.5,준특급,糸,19
犢,독,송아지,0.5,준특급,牛,15
牘,독,편지,0.5,준특급,片,15
遯,돈,도망할,0.5,준특급,辵,11
墩,돈,돈대,0.5,준특급,土,12
旽,돈,밝을,0.5,준특급,日,4
焞,돈,어스름할,0.5,준특급,火,8
暾,돈,해돋을,0.5,준특급,日,12
潼,동,물이름,0.5,준특급,水,12
仝,동,한가지[同],0.5,준특급,人,3
竇,두,구멍,0.5,준특급,穴,15
逗,두,머무를,0.5,준특급,辵,7
枓,두,주두,0.5,준특급,木,4
荳,두,팥,0.5,준특급,艸,7
芚,둔,싹돋을,0.5,준특급,艸,4
嶝,등,고개,0.5,준특급,山,12
喇,라,나팔,0.5,준특급,口,9
蘿,라,담쟁이,0.5,준특급,艸,19
珞,락,구슬,0.5,준특급,玉,6
欒,란,단란할,0.5,준특급,木,19
欖,람,감람나무,0.5,준특급,木,21
襤,람,남루할,0.5,준특급,衣,14
纜,람,닻줄,0.5,준특급,糸,21
嵐,람,아지랑이,0.5,준특급,山,9
攬,람,잡을,0.5,준특급,手,21
擥,람,잡을[攬],0.5,준특급,手,14
瑯,랑,법랑,0.5,준특급,玉,10
螂,랑,사마귀,0.5,준특급,虫,10
琅,랑,옥소리,0.5,준특급,玉,7
崍,래,산이름,0.5,준특급,山,8
徠,래,올,0.5,준특급,彳,8
凉,량,서늘할[涼],0.5,준특급,冫,8
粮,량,양식,0.5,준특급,米,7
蠣,려,굴,0.5,준특급,虫,15
驢,려,나귀,0.5,준특급,馬,16
藜,려,명아주,0.5,준특급,艸,15
犁,려,쟁기,0.5,준특급,牛,8
櫚,려,종려나무,0.5,준특급,木,15
儷,려,짝,0.5,준특급,人,19
靂,력,벼락,0.5,준특급,雨,16
轢,력,차에치일/삐걱거릴,0.5,준특급,車,15
攣,련,손발굽을,0.5,준특급,手,19
璉,련,호련,0.5,준특급,玉,11
洌,렬,맑을,0.5,준특급,水,6
冽,렬,찰,0.5,준특급,冫,6
翎,령,깃,0.5,준특급,羽,5
笭,령,다래끼,0.5,준특급,竹,5
聆,령,들을,0.5,준특급,耳,5
岺,령,산깊을,0.5,준특급,山,5
伶,령,악공/영리할,0.5,준특급,人,5
怜,령,영리할,0.5,준특급,心,5
羚,령,영양,0.5,준특급,羊,5
澧,례,물이름,0.5,준특급,水,13
鹵,로,개펄,0.5,준특급,鹵,0
櫓,로,노/방패,0.5,준특급,木,15
瀘,로,물이름,0.5,준특급,水,16
潞,로,물이름,0.5,준특급,水,13
輅,로,수레,0.5,준특급,車,6
菉,록,조개풀,0.5,준특급,艸,8
朧,롱,몽롱할,0.5,준특급,月,16
瀧,롱,젖을,0.5,준특급,水,16
瀨,뢰,여울,0.5,준특급,水,16
賚,뢰,줄[賜],0.5,준특급,貝,8
廖,료,공허할,0.5,준특급,广,11
蓼,료,여뀌,0.5,준특급,艸,11
婁,루,끌,0.5,준특급,女,8
褸,루,남루할,0.5,준특급,衣,11
蔞,루,물쑥,0.5,준특급,艸,11
瘻,루,부스럼,0.5,준특급,疒,11
鏤,루,새길,0.5,준특급,金,11
縷,루,실오리,0.5,준특급,糸,11
旒,류,깃발,0.5,준특급,方,9
瀏,류,맑을,0.5,준특급,水,15
榴,류,석류,0.5,준특급,木,10
瑠,류,유리,0.5,준특급,玉,10
侖,륜,산이름/차례,0.5,준특급,人,6
厘,리,다스릴[釐],0.5,준특급,厂,7
莉,리,말리,0.5,준특급,艸,7
狸,리,삵,0.5,준특급,犬,7
唎,리,소리,0.5,준특급,口,7
羸,리,야윌,0.5,준특급,羊,13
璃,리,유리,0.5,준특급,玉,11
鯉,리,잉어,0.5,준특급,魚,7
浬,리,해리,0.5,준특급,水,7
藺,린,골풀,0.5,준특급,艸,16
潾,린,맑을,0.5,준특급,水,12
璘,린,옥빛,0.5,준특급,玉,12
琳,림,아름다운옥,0.5,준특급,玉,8
霖,림,장마,0.5,준특급,雨,8
砬,립,돌소리,0.5,준특급,石,5
碼,마,마노,0.5,준특급,石,10
瑪,마,마노,0.5,준특급,玉,10
邈,막,멀,0.5,준특급,辵,14
曼,만,길[長],0.5,준특급,曰,7
巒,만,멧부리,0.5,준특급,山,19
万,만,일만[萬],0.5,준특급,一,2
唜,말,끝,0.5,준특급,口,7
茉,말,말리,0.5,준특급,艸,5
輞,망,바퀴테,0.5,준특급,車,8
邙,망,북망산,0.5,준특급,邑,3
莽,망,풀,0.5,준특급,艸,8
驀,맥,뛰어넘을,0.5,준특급,馬,11
陌,맥,밭두둑길,0.5,준특급,阜,6
氓,맹,백성,0.5,준특급,氏,4
冪,멱,덮을,0.5,준특급,冖,14
麵,면,국수[麪],0.5,준특급,麥,9
瞑,명,눈감을,0.5,준특급,目,10
蓂,명,명협,0.5,준특급,艸,10
茗,명,차싹,0.5,준특급,艸,6
椧,명,홈통,0.5,준특급,木,8
芼,모,나물,0.5,준특급,艸,4
眸,모,눈동자,0.5,준특급,目,6
瑁,모,대모,0.5,준특급,玉,9
摹,모,모뜰,0.5,준특급,手,11
姆,모,여스승,0.5,준특급,女,5
鶩,목,집오리,0.5,준특급,鳥,9
朦,몽,몽롱할,0.5,준특급,月,14
錨,묘,닻,0.5,준특급,金,9
竗,묘,묘할[妙],0.5,준특급,立,4
楙,무,모과나무,0.5,준특급,木,9
鵡,무,앵무새,0.5,준특급,鳥,7
繆,무,얽을,0.5,준특급,糸,11
无,무,없을[無],0.5,준특급,无,0
珷,무,옥돌,0.5,준특급,玉,7
懋,무,힘쓸,0.5,준특급,心,13
雯,문,구름무늬,0.5,준특급,雨,4
刎,문,목자를,0.5,준특급,刀,4
們,문,무리,0.5,준특급,人,8
吻,문,입술,0.5,준특급,口,4
沕,물,아득할,0.5,준특급,水,4
黴,미,기미낄,0.5,준특급,黑,11
梶,미,나무끝,0.5,준특급,木,7
湄,미,물가,0.5,준특급,水,9
渼,미,물놀이,0.5,준특급,水,9
嵋,미,산이름,0.5,준특급,山,9
謎,미,수수께끼,0.5,준특급,言,10
楣,미,인중방,0.5,준특급,木,9
緡,민,돈꿰미,0.5,준특급,糸,9
泯,민,빠질,0.5,준특급,水,5
岷,민,산이름,0.5,준특급,山,5
愍,민,슬퍼할,0.5,준특급,心,9
璞,박,옥덩어리,0.5,준특급,玉,12
雹,박,우박,0.5,준특급,雨,5
磐,반,너럭바위,0.5,준특급,石,10
盼,반,눈예쁠,0.5,준특급,目,4
泮,반,얼음풀릴/학교,0.5,준특급,水,5
瘢,반,흉터,0.5,준특급,疒,10
磅,방,돌떨어지는소리,0.5,준특급,石,10
滂,방,비퍼부을,0.5,준특급,水,10
舫,방,쌍배,0.5,준특급,舟,4
蒡,방,우엉,0.5,준특급,艸,10
蚌,방,조개,0.5,준특급,虫,4
褙,배,배자,0.5,준특급,衣,9
焙,배,불쬘,0.5,준특급,火,8
裴,배,성[裵],0.5,준특급,衣,8
盃,배,잔[杯],0.5,준특급,皿,4
佰,백,우두머리,0.5,준특급,人,6
栢,백,측백[柏],0.5,준특급,木,6
燔,번,구울,0.5,준특급,火,12
幡,번,기,0.5,준특급,巾,12
樊,번,울,0.5,준특급,木,11
琺,법,법랑,0.5,준특급,玉,8
霹,벽,벼락,0.5,준특급,雨,13
蘗,벽,황경나무,0.5,준특급,艸,17
檗,벽,황벽나무,0.5,준특급,木,13
騈,변,쌍말,0.5,준특급,馬,8
鱉,별,자라[鼈],0.5,준특급,魚,12
輧,병,수레,0.5,준특급,車,8
幷,병,아우를,0.5,준특급,干,5
棅,병,자루[柄],0.5,준특급,木,8
珤,보,보배[寶],0.5,준특급,玉,6
湺,보,사람이름,0.5,준특급,水,9
褓,보,포대기,0.5,준특급,衣,9
蔔,복,무,0.5,준특급,艸,11
輹,복,바퀴통,0.5,준특급,車,9
茯,복,복령,0.5,준특급,艸,6
宓,복,성(姓),0.5,준특급,宀,5
乶,볼,땅이름,0.5,준특급,乙,7
熢,봉,내자옥할,0.5,준특급,火,11
峰,봉,멧부리,0.5,준특급,山,7
琫,봉,칼장식,0.5,준특급,玉,8
趺,부,가부좌할,0.5,준특급,足,4
莩,부,갈청,0.5,준특급,艸,7
艀,부,거룻배,0.5,준특급,舟,7
溥,부,넓을,0.5,준특급,水,10
鳧,부,물오리,0.5,준특급,鳥,2
孚,부,믿을,0.5,준특급,子,4
缶,부,장군,0.5,준특급,缶,0
汾,분,물이름,0.5,준특급,水,4
賁,분,클,0.5,준특급,貝,5
昐,분,햇빛,0.5,준특급,日,4
毗,비,도울,0.5,준특급,比,5
榧,비,비자나무,0.5,준특급,木,10
枇,비,비파나무,0.5,준특급,木,4
秘,비,숨길[祕],0.5,준특급,禾,5
斐,비,아롱질,0.5,준특급,文,8
菲,비,엷을,0.5,준특급,艸,8
粃,비,쭉정이,0.5,준특급,米,4
浜,빈,물가,0.5,준특급,水,7
檳,빈,빈랑나무,0.5,준특급,木,14
斌,빈,빛날,0.5,준특급,文,8
牝,빈,암컷,0.5,준특급,牛,2
玭,빈,진주,0.5,준특급,玉,4
騁,빙,달릴,0.5,준특급,馬,7
裟,사,가사(袈裟),0.5,준특급,衣,7
俟,사,기다릴,0.5,준특급,人,7
砂,사,모래,0.5,준특급,石,4
肆,사,방자할/베풀,0.5,준특급,聿,7
梭,사,북[織具],0.5,준특급,木,7
駟,사,사마(駟馬),0.5,준특급,馬,5
莎,사,사초,0.5,준특급,艸,7
柶,사,숟가락/윷,0.5,준특급,木,5
伺,사,엿볼,0.5,준특급,人,5
僿,사,잘게부술,0.5,준특급,人,13
乍,사,잠깐,0.5,준특급,丿,4
渣,사,찌끼,0.5,준특급,水,9
篩,사,체,0.5,준특급,竹,10
蒜,산,마늘,0.5,준특급,艸,10
霰,산,싸락눈,0.5,준특급,雨,12
汕,산,오구,0.5,준특급,水,3
乷,살,땅이름,0.5,준특급,乙,7
杉,삼,삼나무,0.5,준특급,木,3
衫,삼,적삼,0.5,준특급,衣,3
芟,삼,풀벨,0.5,준특급,艸,4
颯,삽,바람소리,0.5,준특급,風,5
鈒,삽,새길,0.5,준특급,金,4
廂,상,곁채,0.5,준특급,广,9
峠,상,고개,0.5,준특급,山,6
湘,상,물이름,0.5,준특급,水,9
橡,상,상수리,0.5,준특급,木,12
牀,상,평상[床],0.5,준특급,爿,4
賽,새,굿할,0.5,준특급,貝,10
穡,색,거둘,0.5,준특급,禾,13
笙,생,생황,0.5,준특급,竹,5
捿,서,깃들일,0.5,준특급,手,8
栖,서,깃들일[棲],0.5,준특급,木,6
墅,서,농막,0.5,준특급,土,11
絮,서,솜,0.5,준특급,糸,6
筮,서,점대,0.5,준특급,竹,7
鋤,서,호미,0.5,준특급,金,7
淅,석,쌀일,0.5,준특급,水,8
汐,석,조수,0.5,준특급,水,3
蓆,석,클,0.5,준특급,艸,10
嬋,선,고울,0.5,준특급,女,12
鐥,선,대야,0.5,준특급,金,12
詵,선,말전할/많을,0.5,준특급,言,6
蟬,선,매미,0.5,준특급,虫,12
跣,선,맨발,0.5,준특급,足,6
渲,선,바림,0.5,준특급,水,9
饍,선,반찬[膳],0.5,준특급,食,12
癬,선,버짐,0.5,준특급,疒,17
敾,선,사람이름,0.5,준특급,攴,12
琁,선,옥,0.5,준특급,玉,7
蘚,선,이끼,0.5,준특급,艸,17
僊,선,춤훨훨출,0.5,준특급,人,11
齧,설,깨물,0.5,준특급,齒,6
褻,설,무람없을,0.5,준특급,衣,11
楔,설,문설주,0.5,준특급,木,9
贍,섬,넉넉할,0.5,준특급,貝,13
惺,성,깨달을,0.5,준특급,心,9
筬,성,바디,0.5,준특급,竹,7
腥,성,비릴,0.5,준특급,肉,9
宬,성,서고,0.5,준특급,宀,7
猩,성,성성이,0.5,준특급,犬,9
珹,성,옥이름,0.5,준특급,玉,7
笹,세,가는대[細竹],0.5,준특급,竹,5
溯,소,거슬러올라갈,0.5,준특급,水,10
瀟,소,물이름,0.5,준특급,水,16
炤,소,밝을,0.5,준특급,火,5
銷,소,쇠녹일,0.5,준특급,金,7
篠,소,조릿대,0.5,준특급,竹,10
韶,소,풍류/아름다울,0.5,준특급,音,5
嘯,소,휘파람,0.5,준특급,口,12
涑,속,물이름,0.5,준특급,水,7
謖,속,일어날,0.5,준특급,言,10
飡,손,밥,0.5,준특급,食,2
巽,손,부드러울,0.5,준특급,己,9
蓀,손,향풀,0.5,준특급,艸,10
淞,송,물이름,0.5,준특급,水,8
釗,쇠,쇠,0.5,준특급,金,2
嗽,수,기침할,0.5,준특급,口,11
隧,수,길[路],0.5,준특급,阜,13
脩,수,길[長],0.5,준특급,肉,7
邃,수,깊을,0.5,준특급,辵,14
燧,수,봉화,0.5,준특급,火,13
岫,수,산굴,0.5,준특급,山,5
峀,수,산굴[岫],0.5,준특급,山,5
銹,수,쇳녹날,0.5,준특급,金,7
蓚,수,수산,0.5,준특급,艸,10
鬚,수,수염,0.5,준특급,髟,12
茱,수,수유,0.5,준특급,艸,6
藪,수,숲,0.5,준특급,艸,15
漱,수,양치할,0.5,준특급,水,11
琇,수,옥돌,0.5,준특급,玉,7
讐,수,원수,0.5,준특급,言,16
綬,수,인끈,0.5,준특급,糸,8
璲,수,패옥,0.5,준특급,玉,13
綏,수,편안할,0.5,준특급,糸,7
潚,숙,물맑을,0.5,준특급,水,13
璹,숙,옥그릇,0.5,준특급,玉,14
琡,숙,옥이름,0.5,준특급,玉,8
諄,순,거듭이를,0.5,준특급,言,8
栒,순,나무이름,0.5,준특급,木,6
楯,순,난간,0.5,준특급,木,9
蕣,순,무궁화,0.5,준특급,艸,12
橓,순,무궁화나무,0.5,준특급,木,12
詢,순,물을,0.5,준특급,言,6
恂,순,미쁠/무서울,0.5,준특급,心,6
徇,순,부릴/조리돌릴,0.5,준특급,彳,6
蓴,순,순채,0.5,준특급,艸,11
錞,순,악기이름,0.5,준특급,金,8
鉥,술,돗바늘,0.5,준특급,金,5
嵩,숭,산높을,0.5,준특급,山,10
崧,숭,산높을,0.5,준특급,山,8
蝨,슬,이,0.5,준특급,虫,9
褶,습,사마치/주름,0.5,준특급,衣,11
陞,승,오를,0.5,준특급,阜,7
蠅,승,파리,0.5,준특급,虫,13
翅,시,날개,0.5,준특급,羽,4
豕,시,돼지,0.5,준특급,豕,0
屎,시,똥,0.5,준특급,尸,6
嘶,시,말울/목쉴,0.5,준특급,口,12
蒔,시,모종할,0.5,준특급,艸,10
恃,시,믿을,0.5,준특급,心,6
蓍,시,시초,0.5,준특급,艸,10
尸,시,주검,0.5,준특급,尸,0
篒,식,땅이름,0.5,준특급,竹,9
寔,식,이(是),0.5,준특급,宀,9
埴,식,찰흙,0.5,준특급,土,8
侁,신,걷는모양,0.5,준특급,人,6
莘,신,세신[細辛],0.5,준특급,艸,7
藎,신,조개풀,0.5,준특급,艸,14
芯,심,골풀,0.5,준특급,艸,4
諶,심,믿을,0.5,준특급,言,9
沁,심,스며들,0.5,준특급,水,4
鴉,아,갈까마귀,0.5,준특급,鳥,4
鵝,아,거위,0.5,준특급,鳥,7
蛾,아,누에나방,0.5,준특급,虫,7
莪,아,다북쑥,0.5,준특급,艸,7
峨,아,산높을,0.5,준특급,山,7
娥,아,예쁠,0.5,준특급,女,7
鄂,악,땅이름,0.5,준특급,邑,9
渥,악,비젖을/두터울,0.5,준특급,水,9
鰐,악,악어,0.5,준특급,魚,9
齷,악,악착할,0.5,준특급,齒,9
幄,악,장막(帳幕),0.5,준특급,巾,9
鍔,악,칼날,0.5,준특급,金,9
嶽,악,큰산[岳],0.5,준특급,山,14
鮟,안,아귀,0.5,준특급,魚,6
岩,암,바위[巖],0.5,준특급,山,5
菴,암,암자,0.5,준특급,艸,8
唵,암,움켜먹을,0.5,준특급,口,8
狎,압,친압할,0.5,준특급,犬,5
昻,앙,높을[昂],0.5,준특급,日,5
碍,애,거리낄[礙],0.5,준특급,石,8
厓,애,언덕,0.5,준특급,厂,6
掖,액,낄/겨드랑이,0.5,준특급,手,8
鸚,앵,앵무새,0.5,준특급,鳥,17
罌,앵,양병,0.5,준특급,缶,14
椰,야,야자나무,0.5,준특급,木,9
蒻,약,부들,0.5,준특급,艸,10
痒,양,가려울[癢],0.5,준특급,疒,6
佯,양,거짓,0.5,준특급,人,6
敭,양,날릴[揚],0.5,준특급,攴,9
煬,양,녹일,0.5,준특급,火,9
瀁,양,물깊을,0.5,준특급,水,15
穰,양,볏줄기,0.5,준특급,禾,17
禳,양,빌[祈],0.5,준특급,示,17
暘,양,해돋을,0.5,준특급,日,9
馭,어,말부릴,0.5,준특급,馬,2
齬,어,이어긋날,0.5,준특급,齒,7
檍,억,참죽나무,0.5,준특급,木,13
偃,언,쓰러질,0.5,준특급,人,9
孼,얼,서자,0.5,준특급,子,16
蘖,얼,싹,0.5,준특급,艸,17
俺,엄,나,0.5,준특급,人,8
淹,엄,담글,0.5,준특급,水,8
嶪,업,산높을,0.5,준특급,山,13
茹,여,꼭두서니,0.5,준특급,艸,6
礖,여,돌,0.5,준특급,石,14
艅,여,배이름,0.5,준특급,舟,7
轝,여,수레[輿],0.5,준특급,車,14
歟,여,어조사,0.5,준특급,欠,14
璵,여,옥,0.5,준특급,玉,14
縯,연,길,0.5,준특급,糸,11
挻,연,당길,0.5,준특급,手,7
沇,연,물이름,0.5,준특급,水,4
堧,연,빈땅,0.5,준특급,土,9
烟,연,연기[煙,0.5,준특급,火,6
娟,연,예쁠,0.5,준특급,女,7
涓,연,졸졸흐를,0.5,준특급,水,7
涎,연,침,0.5,준특급,水,7
嚥,연,침삼킬,0.5,준특급,口,16
髥,염,구레나룻,0.5,준특급,髟,4
剡,염,날카로울,0.5,준특급,刀,8
琰,염,옥,0.5,준특급,玉,8
苒,염,풀우거질,0.5,준특급,艸,5
曄,엽,빛날,0.5,준특급,日,11
纓,영,갓끈,0.5,준특급,糸,17
楹,영,기둥,0.5,준특급,木,9
塋,영,무덤,0.5,준특급,土,10
瀯,영,물소리,0.5,준특급,水,17
渶,영,물이름,0.5,준특급,水,9
潁,영,물이름,0.5,준특급,水,11
濚,영,물졸졸흐를,0.5,준특급,水,14
瀛,영,바다,0.5,준특급,水,16
鍈,영,방울소리,0.5,준특급,金,9
煐,영,빛날,0.5,준특급,火,9
嶸,영,산가파를,0.5,준특급,山,14
瓔,영,옥돌,0.5,준특급,玉,17
穎,영,이삭,0.5,준특급,禾,11
霙,영,진눈깨비,0.5,준특급,雨,9
乂,예,깎을,0.5,준특급,丿,1
蘂,예,꽃술[蕊],0.5,준특급,艸,16
汭,예,물굽이,0.5,준특급,水,4
叡,예,밝을,0.5,준특급,又,14
刈,예,벨,0.5,준특급,刀,2
猊,예,사자,0.5,준특급,犬,8
霓,예,암무지개,0.5,준특급,雨,8
倪,예,어릴,0.5,준특급,人,8
敖,오,거만할,0.5,준특급,攴,7
俉,오,맞이할,0.5,준특급,人,7
澳,오,물굽이,0.5,준특급,水,13
晤,오,밝을,0.5,준특급,日,7
旿,오,밝을,0.5,준특급,日,4
筽,오,버들고리,0.5,준특급,竹,7
熬,오,볶을,0.5,준특급,火,11
獒,오,사나운개,0.5,준특급,犬,11
塢,오,산언덕,0.5,준특급,土,10
鰲,오,자라,0.5,준특급,魚,11
鼇,오,자라,0.5,준특급,黽,11
蜈,오,지네,0.5,준특급,虫,7
